"","Stream start time","Stream URL","Stream length","Watch time","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"80","Thursday 24th June 2021 18:31","https://sullygnome.com/channel/melina/stream/42527895245","298","1102898","3701","4346","1726","345","151517","30303","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"81","Wednesday 23rd June 2021 20:29","https://sullygnome.com/channel/melina/stream/42513778909","270","973080","3604","4592","1708","379","121198","26932","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"82","Tuesday 22nd June 2021 20:34","https://sullygnome.com/channel/melina/stream/42498353709","280","912240","3258","4055","1906","401","127928","26932","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"83","Monday 21st June 2021 20:27","https://sullygnome.com/channel/melina/stream/42482741165","197","715701","3633","5048","1090","311","119206","34058","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"84","Sunday 20th June 2021 19:33","https://sullygnome.com/channel/melina/stream/42467795629","296","1332000","4500","5336","3765","753","195167","39033","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"85","Saturday 19th June 2021 21:08","https://sullygnome.com/channel/melina/stream/42453898029","201","743700","3700","4260","1498","428","117451","33557","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"86","Friday 18th June 2021 20:03","https://sullygnome.com/channel/melina/stream/42436704653","386","1646676","4266","5766","3455","531","207498","31922","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"87","Wednesday 16th June 2021 19:34","https://sullygnome.com/channel/melina/stream/42404727709","250","848000","3392","3944","1876","441","152820","35957","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"88","Wednesday 16th June 2021 05:07","https://sullygnome.com/channel/melina/stream/42397144813","112","217952","1946","2460","793","396","35610","17805","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"89","Tuesday 15th June 2021 21:45","https://sullygnome.com/channel/melina/stream/42390936637","165","519090","3146","3589","1377","459","84560","28186","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"90","Monday 14th June 2021 20:09","https://sullygnome.com/channel/melina/stream/42374356653","260","1065480","4098","4738","3157","701","178172","39593","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"91","Monday 14th June 2021 03:26","https://sullygnome.com/channel/melina/stream/42349077628","94","200314","2131","2853","169","96","26127","14929","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"92","Sunday 13th June 2021 19:57","https://sullygnome.com/channel/melina/stream/42346143708","122","760548","6234","8366","168","74","90706","40313","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"93","Friday 11th June 2021 18:10","https://sullygnome.com/channel/melina/stream/42324240621","439","1617276","3684","4659","3330","444","231870","30916","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"94","Thursday 10th June 2021 18:12","https://sullygnome.com/channel/melina/stream/42308537341","287","1240988","4324","5317","3815","763","193318","38663","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"95","Thursday 10th June 2021 04:29","https://sullygnome.com/channel/melina/stream/42301997149","60","144720","2412","2646","409","409","20895","20895","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"96","Wednesday 9th June 2021 20:45","https://sullygnome.com/channel/melina/stream/42309223724","194","1157210","5965","6684","1156","385","105746","35248","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"97","Tuesday 8th June 2021 22:19","https://sullygnome.com/channel/melina/stream/42281162285","235","1047630","4458","6160","3001","750","114923","28730","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"98","Monday 7th June 2021 01:37","https://sullygnome.com/channel/melina/stream/42285456172","187","396627","2121","2879","704","216","44478","13685","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"99","Sunday 6th June 2021 06:13","https://sullygnome.com/channel/melina/stream/39469448667","121","492954","4074","7326","764","339","60247","26776","Pools, Hot Tubs, and Beaches|Pools_Hot_Tubs_and_Beaches|https://static-cdn.jtvnw.net/ttv-boxart/Pools,%20Hot%20Tubs,%20and%20Beaches-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
"100","Thursday 3rd June 2021 22:03","https://sullygnome.com/channel/melina/stream/42199824125","236","899868","3813","4538","2371","592","106708","26677","Just Chatting|Just_Chatting|https://static-cdn.jtvnw.net/ttv-boxart/Just%20Chatting-136x190.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100"
